primaryName,starPower
Aaron J. Salgado,0.1542104478856227
Aaron J. Sandler,0.03311583219076748
Aaron J. Shelton,0.1708036459889837
Aaron J. Wiederspahn,1.0575555943053696
Aaron Jackson,0.0139689372759342
Aaron James,0.3175626887036677
Aaron James Martin,0.012617465689016451
Aaron K. Carter,5.7340001660073
Aaron Kamp,0.3375985470586567
Aaron Katz,12.706496934619752
Aaron Kaufman,5.414187432050976
Aaron Kim,0.5583382141263411
Aaron Kim Johnston,1.6250155533313977
Aaron Kunkel,0.4202727811029309
Aaron Kurmey,0.4289730173691991
Aaron L. Williams,0.051572942420907486
Aaron Leong,0.19647627417582414
Aaron Lim,0.14083804063993355
Aaron Lindenthaler,0.0307550726169776
Aaron Lipstadt,3.6199408454296527
Aaron M. Abelto,0.10684586021806164
Aaron M. Johnson,0.08179409967274064
Aaron M. Kahn,0.023775469265166396
Aaron M. Womack,0.02075860367355908
Aaron Martinez,0.08082869413913261
Aaron Matthews,0.14503116285925385
Aaron McCann,0.4957164005841578
Aaron Mento,0.15806077073745592
Aaron Michael Metchik,0.19974627628737868
Aaron Mirtes,0.9137889734439572
Aaron Nee,4.781397349795699
Aaron Newman,0.3529431319387465
Aaron Norris,2.7001713157195044
Aaron Parpart,0.204301365476102
Aaron Pederis,0.5163797916767482
Aaron Priest,0.06065018017974736
Aaron Ray Ballard,0.25864670304422865
Aaron Re,0.5078762739723738
Aaron Rotan,0.08573253190981057
Aaron Russman,0.09536335103223738
Aaron Salles Torres,0.031529340738361465
Aaron Sayers,0.016362984443620315
Aaron Schimberg,0.491930344337133
Aaron Schneider,14.120643100443404
Aaron Seltzer,32.16193379024284
Aaron Sharff,0.19914176928050792
Aaron Shuster,0.017550080592382243
Aaron Singfield,0.09090932344713773
Aaron Soto,0.9662033224568952
Aaron Southgate,0.014209718965306404
Aaron Stevenson,0.10438861087642153
Aaron T. Wells,1.82491223582448
Aaron Thomas,0.011170065102754284
Aaron Vanek,0.26397312870764666
Aaron Warr,0.022869156561342318
Aaron Warren,0.3734300959728664
Aaron Wertheimer,0.18139633846946074
Aaron Whitley,0.11881533247735104
Aaron Wilson,1.225473495087985
Aaron Woodley,9.025419149583914
Aaron Woolfolk,0.3057221595953098
Aaron Yamasato,0.07834179640034414
Aaron Young,0.029702504975037437
Aarti S. Bagdi,0.1510095246540031
Aarun Nagar,0.047454923829191184
Aarón Fernández Lesur,1.405982386509521
Aasaf Ainapore,0.02267058032770268
Aase Schmidt,0.02074916800005488
Aashiq Abu,3.8645837297882952
Aashish Chanana,0.016380922105306485
Aashish Sinha,0.03764191664276136
Aasne Vaa Greibrokk,0.1101334545145521
Aaton Cohen-Sitt,0.035663203897749594
Ab van Ieperen,0.022869156561342318
Ababacar Samb-Makharam,0.043882389002529006
Abai Karpykov,0.2698697459395736
Abakar Chene Massar,0.01038402539772391
Aban Raza,0.94006392376379
Abas Mizra Sharifzadeh,0.05868312544357185
Abba Makama,0.11369720512199605
Abbas Ahmadi Motlagh,0.2399221432638851
Abbas Akbar,0.22207873488566127
Abbas Alibhai Burmawalla,16.361933873182334
Abbas Amini,0.13730255359834426
Abbas Babooyehi,0.015274980666627797
Abbas Fahdel,0.5747629103413779
Abbas Jalilvand,0.003644070593721965
Abbas Kamel,0.037316267991279004
Abbas Kasayi,0.006740507714312012
Abbas Kiarostami,45.31950916645918
Abbas Moradian,0.023775469265166396
Abbas Rafei,0.3464770931445024
Abbas Raziji,0.02518571558169919
Abbas Shabaviz,0.02679588458090095
Abbey Jack Neidik,0.0681419575616988
Abbi Lake O'Neill,0.03438951804425853
Abbo De La Cruz,0.01505530513849491
Abby Berlin,1.382724700629753
Abby Kohn,14.502052268865382
Abby Russell,0.0823553968041537
Abd Al Malik,0.3894768622206869
Abd El Latif Zaki,0.0049187488726060635
Abdallah Al-Mubahi,0.023458006023749832
Abdallah Omeish,3.466511004834495
Abdel Aziz Gad,0.06675680478228156
Abdel Fattah Hassan,0.012112858614108544
Abdel Halim Hafez,0.1490059360867043
Abdel Latif Zaky,0.031842067210411794
Abdel Monem Shokry,0.040494335572889326
Abdel Salam Shehada,0.015849301922841754
Abdelhafidh Bouassida,0.018454890169767948
Abdelhai Laraki,0.12468260853954233
Abdelhamid Bouchnak,0.8825900695986949
Abdelkader Lagtaa,0.06358652641634864
Abdelkrim Bahloul,0.3877039864322019
Abdellah Masbahi,0.01402541523738884
Abdellah Taia,0.7692641046134774
Abdellatif Abdelhamid,0.1420432309750123
Abdellatif Ben Ammar,0.06338300304437271
Abdellatif Kechiche,42.075206893456695
Abdellatif Zaki,0.04085952738559898
Abderrahmane Bouguermouh,0.021291973350215262
Abderrahmane Sissako,16.475826324180545
Abdeslam Kelai,0.02536393683261624
Abdiel Colberg,0.037485576727323784
Abdolhassan Barzideh,0.12677435889718436
Abdolhossein Sepenta,0.041564483126558915
Abdollah Ghiabi,0.05808946380072798
Abdolrasoul Golbon,0.03864791045322253
Abdolreza Kahani,5.6490000367448205
Abdoulaye Ascofare,0.08274435940454454
Abdoulaye Dao,0.012387960123600451
Abdul Jabbar Khan,0.3979485918874205
Abdul Latif Bachchu,0.008502831385351252
Abdul Latif Salazar,0.3083300968890563
Abdul Majid,0.03929040922780429
Abdul Mannan,0.013930115623046222
Abdul Mannan Gazipuri,0.06386058076158839
Abdul Qayyoom Khan,0.007895486286397592
Abdul Rachman Hidayat,0.3316292201573827
Abdul Rashid Kardar,0.09078258088730444
Abdul Rehman Sheikh,0.027355262106684663
Abdulaziz Al-Amar,0.022569270456200045
Abdulelah Alqurashi,0.09477729009698517
Abdulla Al Kaabi,0.08216328474127227
Abdulla Karsakbayev,0.055723668574640006
Abdullah Al Junaibi,0.018929065543909714
Abdullah Al Mamun,0.591834906887376
Abdullah Al Noor,0.08326550160270399
Abdullah Al-Muheisen,0.060949841042890675
Abdullah Al-Salman,0.018608300936736245
Abdullah Boushahri,0.05124223410754262
Abdullah Mohammad Saad,0.2531971036011702
Abdullah Oguz,11.436723741045489
Abdulmohsen Aldhabaan,0.036865075324853405
Abdulraoof El-Shafi,0.010930553050235691
Abdur Razzak,0.03977547600839446
Abdurrahman Palay,0.016744942596535518
Abdurrahman Öner,0.4690474458875157
Abdus Samad,0.011539556880119557
Abdül Mahmudov,0.27559957891293263
Abdülkadir Aksu,0.015725465569193547
Abe Forsythe,6.5505484657428505
Abe Levitow,6.808207483502329
Abe Levy,1.3501842005455371
Abe Osheroff,0.015484950154500566
Abe R. Rated,0.02275817673045108
Abe Rosenberg,0.7626779315894819
Abe Schwartz,0.08049578063031619
Abe Vilchez-Moran,0.010625314573779424
Abed Abest,0.249938828452685
Abed El Aziz Hashad,0.03984659805670195
Abel Berry,0.1988190134766424
Abel Davoine,0.020021127017596813
Abel Ferrara,40.221692079547296
Abel Ferry,6.372461909644313
Abel Folk,0.04198080149018887
Abel Gance,11.802873379953756
Abel Robinson,0.014662934111815606
Abel Roland,0.03753396428591617
Abel Salazar,0.02462459316749377
Abel Vang,2.4482912398415086
Abelard Giza,0.10322384812629118
Abhay Baiju Chabbra,0.1542104478856227
Abhay Chhabra,0.08934914138709503
Abhay Chopra,9.349032518323536
Abhay Choubey,13.228044322973776
Abhay Kirti,0.08037504322867392
Abhaya Simha,0.17325242323663284
Abhigyan Jha,0.03998171570494178
Abhigyan Mukherjee,0.010625314573779424
Abhijeet Kumar,0.023263452364124085
Abhijeet Mohan Warang,0.02088316519210584
Abhijeet Satam,0.19698265838643506
Abhijeet Shirish Deshpande,1.442685741106631
Abhijit Chowdhury,0.42830830647524604
Abhijit Deonath,0.1624001786909497
Abhijit Guha,1.121151299139204
Abhijit Kokate,0.15040062831348985
Abhijit Panse,3.3490836308355663
Abhijit Sen,0.012962883780010896
Abhik Bhanu,0.012537871197059722
Abhimanyu Chauhan,0.0895607624548081
Abhinav Kashyap,17.05576975580059
Abhinav Shiv Tiwari,1.1464748607811803
Abhinay Deo,26.551295044755626
Abhiram,0.07084984301084464
Abhiram Suresh Unnithan,0.11815018726328788
Abhirup Ghosh,0.03502105852782777
Abhishek,1.0759663972940134
Abhishek Bhattacharya,0.02033063787920296
Abhishek Bindal,0.008498962578182608
Abhishek Bongarde,0.03005902088814816
Abhishek Chaubey,30.41610210402647
Abhishek Chhadha,0.1394017642229768
Abhishek Dixit,0.3111432050697455
Abhishek Dogra,2.6385729451459703
Abhishek Jain,1.7647538946803776
Abhishek Jawkar,0.08154918046631122
Abhishek Kapoor,37.30280135322938
Abhishek Mistry,0.006680796088490271
Abhishek Saha,0.06665678148620349
Abhishek Saxena,0.25873603552340196
Abhishek Shah,0.3031192229238974
Abhishek Sharma,27.42395334855852
Abhishek Utkarsh Deokar,0.009110176484304913
Abhishek Varma,0.045447504377767664
Abhishek Varman,18.87497852489008
Abhiyan Rajhans,0.03998171570494178
Abholghassem Talebi,0.9290340076590188
Abi Alberto,0.012962883780010896
Abi Damaris Corbin,0.09268468522948188
Abi McKee,0.017850528483949434
Abi Varghese,2.2788405876126125
Abid Hasan Badal,0.009987795699352658
Abiel Bruhn,0.6442096702221063
Abigail Child,0.05709972899407618
Abigail Mallia,0.05752336612435305
Abin Jacob,0.03864899184811039
Abir Sengupta,0.1823286750992521
Abner Benaim,0.9077225871366325
Abner Biberman,0.07635504221494263
Abner J. Greshler,0.01038402539772391
Abner Pastoll,4.341538723420845
Abolfazl Jalili,0.8979092288066126
Abolfazl Saffary,0.06301126076986062
Abolhassan Davoodi,3.6614952247198977
Aboubacar M. Camara,0.04541318378238399
Abraham Cherem,0.07072513045076774
Abraham Dieckman,0.05678932915940878
Abraham Lim,0.06543945231512295
Abraham Mancilla,0.03448798845004268
Abraham Polonsky,10.612262641928565
Abraham Pulido,0.058875221656899075
Abraham Segal,0.024753393403574242
Abraham Sánchez,0.08153288045965984
Abram Makowka,0.14089440354023866
Abram Naroditsky,0.03905230702416082
Abram Room,2.1077620481153487
Abrar,0.01638837132123085
Abrar Alvi,2.8926358702448973
Abrar Siregar,0.008199158835874423
Abrid Shine,9.625541456519738
Abu Akhtarul Iman,0.16568376152992426
Abu Aleeha,0.11317084749725567
Abu Sayeed,0.4252506111213542
Abu Shahed Emon,2.92637007212188
Aby Jose,0.5143508293199821
Ace Cruz,0.27627537269791785
Ace Dixon,0.1426257864076296
Ace Jordan,0.7154946438605471
Achal Mishra,0.04225504876218996
Achero Mañas,14.14381770406807
Achiel Nasrun,0.05350636771291218
Achiles Tartari,0.013383836579005194
Achille Brice,0.017483580160832797
Achim Kurz,0.02405204396968761
Achim Lützelschwab,0.06663712775122267
Achim Michael Hasenberg,0.048423664392570634
Achim von Borries,5.863796434510161
Achmad Romie,0.06714637187742545
Ackyl Anwari,0.38406239324632535
Aclan Bates,3.772682495377218
Acán Coen,0.4201433739000744
Ada Bligaard Søby,0.03764191664276136
Ada Loueilh,0.08454027038305968
Ada Neretniece,0.025807652184457092
Ada Pistiner,0.03332816987702962
Adalberto Fornario,0.010930553050235691
Adam A. Park,0.07859697258148941
Adam Abraham,2.072767871760417
Adam Ahlbrandt,0.8936281782703761
Adam Alleca,6.902094133972788
Adam Augustynowicz,0.0043702323523282256
Adam Avil,0.005100150995414123
Adam B. Stein,1.97896377694071
Adam Baranello,0.01911976654143599
Adam Barnett,0.019666045585477018
Adam Bartlett,0.5314317128630734
Adam Bernstein,2.133151326957185
Adam Berzsenyi Bellaagh,0.07938985834760354
Adam Bhala Lough,1.9833093082304032
Adam Bin Amiruddin,0.8459173889394984
Adam Blaiklock,0.952724518869614
Adam Bluming,0.027613254432947303
Adam Bogoch,0.015087946694766782
Adam Bonfanti,0.1681499282152434
Adam Bowers,0.4831182433418177
Adam Bronstein,0.07088895808850212
Adam Brooks,27.48097794933727
Adam Busch,0.8678709298146998
Adam C. Caudill,0.6126919422040661
Adam Carl,0.038132604980512894
Adam Carlson,0.0523001950535667
Adam Chaffin,0.013361592176980542
Adam Chandonnet,0.02545060245154989
Adam Chapman,7.735576176523613
Adam Christian Clark,1.1383339212629984
Adam Christing,0.01638837132123085
Adam Ciolfi,0.020357896668284085
Adam Cole,0.040139193906820296
Adam Coleman Howard,3.640309106172817
Adam Collier,0.07463396871234007
Adam Collis,2.652657230804663
Adam Cooley,0.13247953012632294
Adam Coplan,0.04864442077434583
Adam Cosco,0.03130576224569684
Adam Curtis,6.888237806454852
Adam Cushman,0.37556950376930665
Adam Darke,0.4391599677068981
Adam Dasan,0.21480285182055825
Adam Dawla,0.023027784755927903
Adam Del Giudice,0.3918452706711599
Adam Deyoe,0.4226720167042597
Adam Dick,1.1111762591469228
Adam Dobrzycki,0.11892123594921225
Adam Dow,0.0974690372393321
Adam Dubov,0.3005658612398178
Adam Dufour,0.3779425348474357
Adam Dunning,0.04475037610806206
Adam Dyess,0.024738405810099
Adam Edward Brooks,0.10979952894864724
Adam Egypt Mortimer,9.559505816649244
Adam Elias Buncher,0.06619243436467036
Adam Elliot,31.337705066197486
Adam Eriksen,0.008500251659023541
Adam Evans,0.017671060764547702
Adam Fenderson,0.026209475368490377
Adam Fields,2.1617628980386163
Adam Ford,0.047194089457953135
Adam Fortune,0.15886664705215
Adam Frey,0.035625457627310265
Adam Friedman,0.6685236672653329
Adam Galassi,0.011539556880119557
Adam Ganzer,0.6140328559488065
Adam Garnet Jones,0.4775005256234137
Adam Gennari,0.02936352740994015
Adam Gierasch,13.735539204747667
Adam Gifford,0.05352495965866246
Adam Gilliam,0.02111318849128391
Adam Goldstein,0.16470155523516433
Adam Graveley,0.14511638000341226
Adam Green,31.09755139543233
Adam Grossman,1.5019974287023174
Adam Guzinski,0.20490037277681405
Adam Hamdy,0.37079439267413705
Adam Hampton,0.07883292391347503
Adam Hanuszkiewicz,0.03229214487630872
Adam Hardman,0.023027784755927903
Adam Hart,0.010021194132735405
Adam Hartley,0.014938422501988782
Adam Hawker,0.008199158835874423
Adam Herbeson,0.04473387195226712
Adam Horton,0.12202037990647473
Adam Hulin,0.07208040143175069
Adam Irving,0.4905432599295666
Adam Jacobo,0.023365061443263103
Adam Jaroszewski,0.050892140754268685
Adam Johnson,0.5622036184628092
Adam Jones,0.026379498631350785
Adam Kalderon,0.035663203897749594
Adam Kassen,13.825193278963877
Adam Kaufman,0.15325069484646905
Adam Keleman,0.4428099481940009
Adam Kennett,0.7489199483519247
Adam Khalil,0.034924808202492705
Adam Kirkey,0.07287183559511813
Adam Knox,0.017480929409312906
Adam Kokontis,0.014209718965306404
Adam Kontras,0.054229055465388455
Adam Kossoff,0.071407547333345
Adam Krause,0.3160946220069532
Adam Krayvo,0.01651227015189764
Adam Kreutner,0.106060877354994
Adam Kritzer,0.011294904818576885
Adam Krzeptowski,0.04722258106684741
Adam Lamas,0.34447962217111405
Adam Larson Broder,8.382656456841714
Adam Leao,0.009717521583258577
Adam Lee Hamilton,0.12777209232819026
Adam Leon,8.381888858924643
Adam Levins,3.7402919331952673
Adam Lipsius,3.1234496730985786
Adam Llamas,0.039163215925932165
Adam Loewen,0.012387960123600451
Adam Lucas,0.02562922718081467
Adam Luxton,0.02536393683261624
Adam Lynton,0.06579002595769205
Adam MacDonald,16.967383668681133
Adam Marcus,10.075535155823813
Adam Marino,1.4110255394422149
Adam Martin,0.1426759116338419
Adam Martinec,0.08138785924593155
Adam Mason,8.076956717772097
Adam Massey,6.198314318091768
Adam McKay,88.12824278486313
Adam Meyerowitz,0.2316099769249912
Adam Mondon,0.07463396871234007
Adam Montierth,0.3956604422664941
Adam Morse,0.2058402132429798
Adam Nadler,0.021544407304827016
Adam Nee,4.781397349795699
Adam Nelson,0.1362668166027509
Adam Neustadter,0.1688559492598433
Adam Newell,0.040970928303077116
Adam Nixon,0.02548143438603231
Adam Oppenheim,0.035238641946585915
Adam Orman,0.011841432471088669
Adam Orton,2.5442814755531793
Adam Oxsen,0.09466215132739388
Adam Park,1.5568403694089183
Adam Penford,0.14175324252107754
Adam Penny,0.2598421594603527
Adam Pertofsky,0.15905198174261775
Adam Pfleghaar,0.10646216147880527
Adam Pieratt,0.01402541523738884
Adam Pitman,0.8389050796218798
Adam Pitzler,0.017000503318047082
Adam Pogoff,0.1755626637467089
Adam Preskill,0.01275037748853531
Adam Protextor,0.11779511228869324
Adam Quirk,0.050870447460265325
Adam R. Steigert,1.4042214992453044
Adam Radly,0.013298839544453428
Adam Randall,0.4391599677068981
Adam Ravetch,2.967167496268596
Adam Reeves,0.14144676933462713
Adam Reid,0.5217177347608866
Adam Rifkin,23.71634144247381
Adam Ripp,2.2531084369289385
Adam Rist,0.045824941999883385
Adam Robitel,46.48267171706722
Adam Rodgers,7.6462437047617415
Adam Rodin,0.11819042445382093
Adam Rothlein,0.11034351237399652
Adam Ruszkowski,0.3336037822434727
Adam Salky,9.995288641181574
Adam Sanderson,1.6453394634861014
Adam Santangelo,0.22204139872269835
Adam Schabow,0.023361520766883376
Adam Schindler,8.223669375296955
Adam Schlachter,0.023489998893764217
Adam Schmedes,0.04074560956957482
Adam Shankman,87.6515308473696
Adam Shaw,0.057307125843749876
Adam Sherman,1.668820839066627
Adam Sigal,0.3202500105196014
Adam Sikora,0.0643918299209455
Adam Simcox,0.18431839464432326
Adam Slemmer,0.11787036735216905
Adam Smethurst,0.01972375316639093
Adam Smith,6.526717638511023
Adam Smoluk,0.13477730115687522
Adam Sotelo,0.061102391177275325
Adam Stephen Kelly,0.7761589525532306
Adam Stephenson,0.027163739713049882
Adam Stern,0.018573487497394958
Adam Thomas Anderegg,0.9071743912999608
Adam Thomas Huddleston,0.013387896362962072
Adam Tow,0.02536393683261624
Adam Townley,0.4529397888041498
Adam Traynor,0.2515408723488861
Adam Tsuei,1.3140128208273512
Adam Uryniak,0.024500818737709002
Adam Ustynowicz,0.030941741754467806
Adam Vardy,0.19401547906373
Adam Vermillion,0.05193276169697818
Adam Vetock,0.01656042371683409
Adam VillaSenor,0.6588109452726494
Adam Watson,0.15370298568026036
Adam Watstein,0.1299608965268362
Adam White,0.1824007619972111
Adam William Ward,0.2956780418177574
Adam Wimpenny,1.4836767281108132
Adam Wingard,74.27878210547594
Adam Wojtek Joyce,0.02021232462951805
Adam Wong,1.7463129232667245
Adam Yaffe,0.02403627793780525
Adam Zayed,0.0570265179679969
Adam Zielinski,0.5391472776184227
Adam Zuehlke,0.03635800350221413
Adama Drabo,0.14566459383827576
Adamo P. Cultraro,4.994211371575967
Adamu Halilu,0.01432682263179354
Adaora Nwandu,0.3604788624876357
Adario Strange,0.05613193697722742
Adarsh Eshwarappa,0.7678302457870873
Adarsh Jain,0.03864899184811039
Addison Heath,0.6611800103955101
Addison Randall,0.5885250397831229
Adeeb Rais,0.4869109573132903
Adeel Abbasi,0.0773119452154827
Adeep Singh,0.01408399512955975
Adek Drabinski,0.15256533250414953
Adel Adeeb,1.1022661194186671
Adel Adelson,0.24729576216181964
Adel Al-Khadad,0.0631903025239949
Adel Awad,0.017472983578993583
Adel El Aassar,0.0839137079201819
Adel Sadiq,0.38361548818087904
Adel Serhan,0.10819720253318643
Adela Sequeyro,0.010932211781165895
Adelchi Bianchi,0.03998171570494178
Adele Morey,0.044531822034137816
Adele Schmidt,0.016760181343694728
Adelina Anthony,0.008502831385351252
Adelqui Migliar,0.018454890169767948
Adem Kiliç,3.5517493791784758
Adem Ugur,1.02592549113225
Ademir Kenovic,5.39916801885498
Ades Zabel,0.21500346618592908
Adesh Prasad,14.779759800198194
Adeyemi Michael,0.01305791962750371
Adhik Ravichandran,1.2770932774070527
Adhiroopan,0.15276628876312934
Adi Adwan,0.06681799511328099
Adi Ahmet Imamovic,0.010324866682212237
Adi Irani,0.0069844686379671
Adi Narayana,1.6110053109466829
Adi Sideman,0.5602820244461425
Adib Alkhalidey,0.12953333093905786
Adil Azzab,0.034439741421902516
Adil El Arbi,10.802552647208602
Adil Isgandarov,0.3118465001431285
Adil Iwad,0.01119872040284108
Adilkhan Yerzhanov,0.7321305875632549
Adilla Dimitri,0.15794199470070966
Adilson Bonini,0.013383836579005194
Adimaro Sala,0.010324866682212237
Adina Pintilie,2.6238958129025005
Adinath Das,0.05507638445703515
Adink Liwutang,0.17880895207746625
Adirley Queirós,1.0714216732374195
Adis Bakrac,0.4737797243557066
Adis Kayl Yurahmah,0.03927852171418576
Adisa,0.204161068034213
Adisoerya Abdi,0.01457407073364759
Adisorn Trisirikasem,7.015413707160258
Aditi Roy,0.3038959480792953
Aditya Assarat,1.4427851203439697
Aditya Bhattacharya,2.1373306831998087
Aditya Chandora,0.22676695857887655
Aditya Chopra,57.928026810233966
Aditya Datt,12.007922676176994
Aditya Dhar,20.682863616516237
Aditya Gumay,0.4230206509610368
Aditya Kripalani,3.6643358193854882
Aditya Om,0.2424963605491745
Aditya Pamidi,0.09308204715943023
Aditya Pawar,0.25349436715458656
Aditya Raj,0.11016203683448976
Aditya Sam Abraham,0.053934576148990665
Aditya Sarpotdar,2.0360291701012896
Aditya Sood,0.058653092678660014
Aditya Vikram Sengupta,1.729307172446756
Aditya Vishwanath,0.07894300202128894
Adivi Sesh,0.15583774937026396
Adleane Hunter,0.023361520766883376
Adler Yang,0.01551295927771796
Adly Khalil,0.010837820865255013
Adman Salleh,0.0901852635126318
Admir Buljugic,0.031090793728171924
Adnan A. Shaikh,0.01505530513849491
Adnan Akdag,0.011539556880119557
Adnan Güler,0.3815491731866543
Adnan Köse,0.5143634115640457
Adnan Osman,0.016115231799210337
Adnan Sarwar,2.925798556005248
